ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
TNXP,2023-07-12,Gainer,5.2,,Clinical Data,,TNX-102 SL,NCT05472090,Post-Acute Sequelae of SARS-CoV-2 (PASC) Infection,,,,,"A Phase 2, 14-week Double-Blind, Randomized, Multicenter, Placebo-Controlled Study to Evaluate the Efficacy and Safety of TNX-102 SL Taken Daily at Bedtime in Patients With Multisite Pain Associated With Post-Acute Sequelae of SARS-CoV-2 Infection (PASC)",Phase 2,63.0,Post-Acute Sequelae of SARS-CoV-2 (PASC) Infection; COVID-19; Long COVID; Long Haul COVID,COMPLETED,"Tonix Pharmaceuticals, Inc.",RANDOMIZED,2023-07-12,178.6,13.97,190.1,18.42,29.7,66.33333,strong_buy,7.85,0.66,4.12,VeryLow,Noise,Low,2023-07-12,6.36,5536.0,5824.0,Low,True,False,2023-09-05,https://www.globenewswire.com/news-release/2023/09/05/2737149/28908/en/Tonix-Pharmaceuticals-Announces-Topline-Results-from-Phase-2-PREVAIL-Proof-of-Concept-Study-of-TNX-102-SL-for-the-Management-of-Fibromyalgia-Type-Long-COVID.html,"March 05, 2026 16:15 ET | Source: Tonix Pharmaceuticals Holding Corp.",Tonix Pharmaceuticals Announces Topline Results from Phase 2 PREVAIL Proof-of-Concept Study of TNX-102 SL for the Management of Fibromyalgia-Type Long COVID,"TNX-102 SL showed a robust effect size of 0.5 in improving fatigue and showed consistent activity across secondary measures of sleep quality, cognitive function, disability and Patient Global Impression of Change, but did not meet the primary endpoint of multi-site pain reduction at week 14 Findings fulfill the objectives of this proof-of-concept study, supporting the decision to advance the program based on a proposed primary endpoint using the PROMIS Fatigue scale Tonix plans to meet with FDA to discuss a path to registration; fatigue is the signature symptom of Long COVID and the principal",True,high,No TNXP clinical-data press release was found on or near 2023-07-12 for NCT05472090; the relevant Phase 2 PREVAIL topline results for TNX-102 SL (NCT05472090) were instead announced on 2023-09-05.,,FIX_DATE
CGTX,2024-09-13,Loser,-0.66,,Clinical Data,,Dexmedetomidine,NCT07432997,Alzheimer Disease,,,,,The Effect of Dexmedetomidine on Glymphatic Function in the Human Brain,Phase 1/2,31.0,Alzheimer Disease,COMPLETED,Applied Cognition,NON_RANDOMIZED,2024-09-13,96.2,1.09,39.3,9.0,23.9,3.5,none,7.72,0.09,3.56,VeryLow,Noise,Low,2024-09-13,-1.49,0.6,0.6,Low,True,False,,,,,,False,high,"No clinical news found for CGTX on 2024-09-13. Search results show CGTX Phase 2 SHINE (AD) results announced July 29, 2025, and SHIMMER (DLB) results announced July 29, 2024, but no September 13, 2024 catalyst. NCT07432997 appears to be a glymphatic function study unrelated to CGTX's CT1812 pipeline.",,FLAG_FALSE_POSITIVE
RHHBY,2019-09-06,Gainer,0.9,,Clinical Data,,Risdiplam,NCT02908685,"Muscular Atrophy, Spinal",,,,,"A Two Part Seamless, Multi-Center Randomized, Placebo-Controlled, Double-Blind Study to Investigate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Efficacy of Risdiplam (RO7034067) in Type 2 and 3 Spinal Muscular Atrophy Patients",Phase 2,231.0,"Muscular Atrophy, Spinal",COMPLETED,Hoffmann-La Roche,RANDOMIZED,2019-09-06,383554.9,59.55,15486.0,,0.8,57.43333,hold,0.86,1.05,0.61,VeryLow,Noise,Low,2019-09-06,0.12,28.09,28.34,Low,True,False,2019-05-07,https://www.roche.com/media/releases/med-cor-2019-05-07,,Roche presents data from the risdiplam pivotal FIREFISH and SUNFISH studies in spinal muscular atrophy at the 2019 AAN Annual Meeting,"In the dose-finding Part 1 of FIREFISH, infants with Type 1 spinal muscular atrophy survive and achieve key milestones beyond those expected in the natural history of the disease   New data fro...",True,high,"Roche announced SUNFISH Part 1 dose-finding data for risdiplam (NCT02908685) on May 7, 2019, not September 6, 2019; no clinical news found for the claimed date.",,FIX_DATE
HUMA,2020-12,Loser,,,Clinical Data,,Human Acellular Vessel (HAV),NCT02887859,Peripheral Artery Disease,,,,,A Phase 2 Study for the Evaluation of Safety and Efficacy of Humacyte's Human Acellular Vessel for Use as a Vascular Prosthesis for Femoro-Popliteal Bypass in Patients With Peripheral Arterial Disease,Phase 2,15.0,Peripheral Artery Disease,COMPLETED,"Humacyte, Inc.",,2020-12,215.2,1.115,19.5,22.71,29.0,7.71429,strong_buy,,,,,,,2020-12-01,,,,,False,,,,,,,,,,,
AZN,2025-02-18,Gainer,1.66,,Clinical Data,,Ceralasertib,NCT04564027,Advanced Solid Tumours,,,,,A Modular Phase 2a Multicentre Open-Label Study to Investigate DNA-damage Response Agents (or Combinations) in Patients With Advanced Cancer Whose Tumours Contain Molecular Alterations (PLANETTE),Phase 2,54.0,Advanced Solid Tumours,COMPLETED,AstraZeneca,NON_RANDOMIZED,2025-02-18,323156.6,208.45,5719.0,0.16,26.6,164.65556,buy,1.89,0.88,1.07,VeryLow,Noise,Low,2025-02-18,0.31,142.6,144.96,Low,True,False,,,,,,False,high,No clinical news or press release was found for AstraZeneca related to NCT04564027/ceralasertib on or within one day of 2025-02-18; the next notable ceralasertib clinical event was the LATIFY phase 3 failure disclosed in late December 2025.,,FLAG_FALSE_POSITIVE
OLMA,2024-07-30,Gainer,2.96,,Clinical Data,,OP-1250,NCT04505826,Hormone Receptor Positive Breast Carcinoma,,,,,"A Phase I Dose Escalation and Dose Expansion and Phase II Monotherapy Open-label, First-in-Human, Multicenter Study of OP-1250 in Adult Subjects With Advanced and/or Metastatic Hormone Receptor (HR)-Positive, HER2-negative Breast Cancer",Phase 1/2,153.0,Hormone Receptor Positive Breast Carcinoma; HER2-negative Breast Cancer,COMPLETED,"Olema Pharmaceuticals, Inc.",NON_RANDOMIZED,2024-07-30,1939.9,24.2,329.0,12.18,110.1,46.09091,strong_buy,5.94,0.5,3.49,VeryLow,Noise,Low,2024-07-30,6.39,15.19,15.64,Low,True,False,,,,,,False,high,"No clinical news found for OLMA/OP-1250 on 2024-07-30. Search results show Phase 1/2 trial NCT04505826 was ongoing with preliminary data released in Q4 2022 (120mg RP2D established) and Phase 3 OPERA-01 trial planned for mid-2023, but no events documented for July 2024.",,FLAG_FALSE_POSITIVE
MRK,2024-10-28,Gainer,0.24,,Clinical Data,,Pembrolizumab,NCT03797326,Advanced Solid Tumors,,,,,"A Multicenter, Open-label Phase 2 Study of Lenvatinib (E7080/MK-7902) Plus Pembrolizumab (MK-3475) in Previously Treated Subjects With Selected Solid Tumors (LEAP-005)",Phase 2,611.0,Advanced Solid Tumors; Triple Negative Breast Cancer; Ovarian Cancer; Gastric Cancer; Colorectal Cancer; Glioblastoma; Biliary Tract Cancers; Pancreatic Cancer,COMPLETED,Merck Sharp & Dohme LLC,NON_RANDOMIZED,2024-10-28,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.66,0.14,0.97,VeryLow,Noise,Low,2024-10-28,-0.24,99.42,99.66,Low,True,False,,,,,,False,medium,"No Merck clinical-data press release or other official clinical news related to NCT03797326 (LEAP-005, lenvatinib plus pembrolizumab in previously treated solid tumors) was found on or within one day of 2024-10-28 for MRK.",,FLAG_FALSE_POSITIVE
NRC,2023-12-31,Gainer,4.15,,Clinical Data,,Betamethason Sodium Phosphate,NCT03547791,"Twin Pregnancy, Antepartum Condition or Complication",,,,,Effects of Antenatal Corticosteroid in Twin Neonates With Late Preterm Birth: Study Protocol for a Randomized Controlled Trial,Phase 2/3,848.0,"Twin Pregnancy, Antepartum Condition or Complication",COMPLETED,Seoul National University Hospital,RANDOMIZED,2023-12-31,303.8,13.41,4.1,16.98,48.4,,none,2.17,1.91,0.75,VeryLow,Low,Low,2024-01-02,3.69,37.49,39.05,Low,True,,,,,,,,,,,
MRNA,2024-07-16,Gainer,3.01,,Clinical Data,,mRNA-1018 for H5N8,NCT05972174,Influenza,,,,,"Phase 1/2, Randomized, Observer-Blind, Parallel, Dose-Ranging Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1018 Pandemic Influenza Candidate Vaccines in Healthy Adults ≥18 Years of Age",Phase 1/2,1504.0,Influenza,COMPLETED,"ModernaTX, Inc.",RANDOMIZED,2024-07-16,20931.6,53.57,5799.0,22.2,77.5,42.25,hold,4.75,0.63,2.19,VeryLow,Noise,Low,2024-07-16,2.12,121.48,125.14,Low,True,False,,,,,,False,high,No clinical data readout or other clinical news from Moderna specifically about NCT05972174 or mRNA‑1018 for H5N8 was found on or within one day of 2024-07-16; only broader BARDA funding news for mRNA-1018 was announced on 2024-07-02.,,FLAG_FALSE_POSITIVE
NRC,2021-08-24,Loser,-2.57,,Clinical Data,,M7824,NCT04247282,Head and Neck Cancer,,,,,"A Sequential Window of Opportunity Trial of Anti-PD-L1/TGF-beta Trap (M7824 ) Alone and in Combination With TriAd Vaccine, and N-803 for Resectable Head and Neck Squamous Cell Carcinoma Not Associated With Human Papillomavirus Infection.",Phase 1/2,21.0,Head and Neck Cancer; Head and Neck Neoplasms,COMPLETED,National Cancer Institute (NCI),NON_RANDOMIZED,2021-08-24,303.8,13.41,4.1,16.98,48.4,,none,2.04,1.26,0.93,VeryLow,Noise,Low,2021-08-24,-3.56,48.65,47.4,Low,True,False,,,,,,False,high,No clinical news found for NRC or NCT04247282 on 2021-08-24. The trial (NCT04247282) is a Phase I/II study led by the National Cancer Institute with no reported clinical catalyst on this date.,,FLAG_FALSE_POSITIVE
NRC,2025-01-01,Loser,-1.98,,Clinical Data,,Cisplatin,NCT02595905,Metastatic BRCA Hereditary Breast Carcinoma,,,,,"Phase II Randomized Placebo-Controlled Trial of Cisplatin With or Without ABT-888 (Veliparib) in Metastatic Triple-Negative Breast Cancer and/or BRCA Mutation-Associated Breast Cancer, With or Without Brain Metastases",Phase 2,344.0,Metastatic BRCA Hereditary Breast Carcinoma; Metastatic Breast Carcinoma; Metastatic Malignant Neoplasm in the Brain; Metastatic Triple-Negative Breast Carcinoma; Recurrent Breast Carcinoma; Stage IV Breast Cancer AJCC v6 and v7,COMPLETED,National Cancer Institute (NCI),RANDOMIZED,2025-01-01,303.8,13.41,4.1,16.98,48.4,,none,4.81,0.41,1.94,VeryLow,Noise,Low,2025-01-02,0.51,17.06,16.72,Low,True,False,,,,,,False,high,No clinical news or company press release was found for ticker NRC related to NCT02595905 or cisplatin/veliparib around 2025-01-02; available information on this Phase 2 trial comes from academic/clinical sources unconnected to NRC and on earlier dates.,,FLAG_FALSE_POSITIVE
ZNTL,2024-02-14,Gainer,10.34,,Clinical Data,,ZN-d5,NCT05199337,Amyloidosis,,,,,"A Single Arm, Open-Label, Phase 1/2 Study of ZN-d5 for the Treatment of Relapsed or Refractory Light Chain (AL) Amyloidosis",Phase 1/2,18.0,Amyloidosis; AL Amyloidosis,COMPLETED,"K-Group Alpha, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc.",,2024-02-14,154.8,2.39,280.7,7.5,56.9,5.3125,buy,6.49,1.59,2.36,Low,Low,Low,2024-02-14,16.44,10.83,11.95,Low,True,,,,,,,,,,,
NRC,2023-02-25,Loser,-1.06,,Clinical Data,,Paclitaxel,NCT04034251,Gastric Adenocarcinoma,,,,,A Phase II Study of Intraperitoneal and Intravenous Paclitaxel Chemotherapy With Oral Capecitabine for Gastric Adenocarcinoma With Peritoneal Carcinomatosis,Phase 2,12.0,Gastric Adenocarcinoma; Gastric Cancer; Esophagogastric Junction; Peritoneal Carcinomatosis,COMPLETED,National Cancer Institute (NCI),NON_RANDOMIZED,2023-02-25,303.8,13.41,4.1,16.98,48.4,,none,2.95,0.36,1.35,VeryLow,Noise,Low,2023-02-27,-0.7,41.7,41.26,Low,True,False,,,,,,False,medium,No evidence was found of any material clinical-data news or company catalyst related to NCT04034251 or intraperitoneal/intravenous paclitaxel with capecitabine for gastric adenocarcinoma (NRC ticker) on or within one day of 2023-02-27.,,FLAG_FALSE_POSITIVE
NRC,2021-08-13,Gainer,0.38,,Clinical Data,,PLX038,NCT04209595,Small Cell Lung Cancer,,,,,Phase I/II Trial of PLX038 (PEGylated SN38) and Rucaparib in Solid Tumors and Small Cell Cancers,Phase 1/2,10.0,Small Cell Lung Cancer; Extra-Pulmonary Small Cell Carcinomas,COMPLETED,National Cancer Institute (NCI),NON_RANDOMIZED,2021-08-13,303.8,13.41,4.1,16.98,48.4,,none,2.26,0.17,0.98,VeryLow,Noise,Low,2021-08-13,1.58,46.42,46.6,Low,True,False,,,,,,False,medium,No clinical news or company press release was found for NRC related to PLX038/rucaparib trial NCT04209595 on or around 2021-08-13.,,FLAG_FALSE_POSITIVE
ACAD,2024-09-27,Gainer,1.36,,Clinical Data,,Pimavanserin,NCT05523895,Irritability Associated With Autism Spectrum Disorder,,,,,"A Phase 2, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Pimavanserin for the Treatment of Irritability Associated With Autism Spectrum Disorder",Phase 2/3,237.0,Irritability Associated With Autism Spectrum Disorder,COMPLETED,ACADIA Pharmaceuticals Inc.,RANDOMIZED,2024-09-27,4155.1,24.56,819.7,8.24,100.2,31.8,buy,3.59,0.38,1.62,VeryLow,Noise,Low,2024-09-27,-0.65,15.48,15.69,Low,True,False,,,,,,False,medium,"No clinical-data press release or other clinical news from Acadia Pharmaceuticals about pimavanserin or NCT05523895 was found on or within one day of 2024-09-27, despite that date matching the trial’s estimated completion on registries.",,FLAG_FALSE_POSITIVE
MRK,2025-04-30,Gainer,0.58,,Clinical Data,,Pembrolizumab,NCT04165096,"Carcinoma, Non-Small-Cell Lung",,,,,"KEYMAKER-U01 Substudy 3: A Phase 2, Umbrella Study With Rolling Arms of Investigational Agents in Combination With Pembrolizumab in Patients With Advanced Non-small Cell Lung Cancer (NSCLC) Previously Treated With Anti-PD-(L)1 Therapy",Phase 2,128.0,"Carcinoma, Non-Small-Cell Lung",COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2025-04-30,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,3.86,0.15,1.93,VeryLow,Noise,Low,2025-04-30,-1.71,82.35,82.82,Low,True,False,,,,,,False,medium,No Merck (MRK) clinical-data press release or material KEYMAKER-U01 Substudy 3 (NCT04165096) news was found on or around 2025-04-30.,,FLAG_FALSE_POSITIVE
NRC,2014-08-01,Gainer,0.08,,Clinical Data,,Bevacizumab,NCT00861705,Male Breast Carcinoma,,,,,Randomized Phase II 2 x 2 Factorial Trial of the Addition of Carboplatin +/- Bevacizumab to Neoadjuvant Weekly Paclitaxel Followed by Dose-Dense AC in Hormone Receptor-Poor/HER2-Negative Resectable Breast Cancer,Phase 2,454.0,Male Breast Carcinoma; Stage IIA Breast Cancer AJCC v6 and v7; Stage IIB Breast Cancer AJCC v6 and v7; Stage IIIA Breast Cancer AJCC v7; Triple-Negative Breast Carcinoma,COMPLETED,National Cancer Institute (NCI),RANDOMIZED,2014-08-01,303.8,13.41,4.1,16.98,48.4,,none,4.79,0.02,1.59,VeryLow,Noise,Low,2014-08-01,0.53,10.29,10.3,Low,True,False,,,,,,False,high,"No clinical news found for NRC on 2014-08-01. CALGB 40603 (NCT00861705) was a phase II trial that completed enrollment and reported primary results in 2015, with long-term outcomes published in 2022; no material event occurred on the claimed date.",,FLAG_FALSE_POSITIVE
DRUG,2024-09-13,Gainer,2.0,,Clinical Data,,BGM0504,NCT06973681,Overweight or Obesity,,,,,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Phase II Clinical Study to Evaluate the Safety, Tolerability, PK/PD Profile, and Efficacy of Multiple Doses of BGM0504 Injection in Overweight or Obese Subjects Without Diabetes",Phase 2,120.0,Overweight or Obesity,COMPLETED,"BrightGene Bio-Medical Technology Co., Ltd.",RANDOMIZED,2024-09-13,820.4,83.82,89.0,6.56,67.4,154.18292,strong_buy,14.36,0.14,5.55,VeryLow,Noise,Low,2024-09-13,-0.8,1.25,1.27,Low,True,False,,,,,,False,medium,"No clinical news or official Phase 2 data catalyst for BGM0504 (NCT06973681) was found on or within one day of 2024-09-13; the 2024-09-13 date corresponds to the listed primary completion date of the trial, not to any public data release.",,FLAG_FALSE_POSITIVE
BNTX,2023-02-10,Gainer,0.69,,Clinical Data,,BNT162b1,NCT04368728,SARS-CoV-2 Infection,,,,,"A PHASE 1/2/3, PLACEBO-CONTROLLED, RANDOMIZED, OBSERVER-BLIND, DOSE-FINDING STUDY TO EVALUATE THE SAFETY, TOLERABILITY, IMMUNOGENICITY, AND EFFICACY OF SARS-COV-2 RNA VACCINE CANDIDATES AGAINST COVID-19 IN HEALTHY INDIVIDUALS",Phase 2/3,47079.0,SARS-CoV-2 Infection; COVID-19,COMPLETED,BioNTech SE,RANDOMIZED,2023-02-10,27660.1,110.23,14527.6,4.59,20.2,139.75931,buy,2.63,0.26,1.08,VeryLow,Noise,Low,2023-02-10,1.75,140.54,141.51,Low,True,True,2023-02-10,,,,,True,high,"Pfizer/BioNTech’s pivotal COVID‑19 RNA vaccine trial NCT04368728 (BNT162b1/BNT162b2, C4591001) officially reached its study end date on 2023-02-10, as documented in Pfizer’s Phase 2–4 plain-language clinical study results summary, but no corresponding company press release was found for that specific date.",,OK
CRDL,2024-12-02,Loser,-3.09,,Clinical Data,,Acetyl cysteine,NCT04154982,Cardiac Arrhythmia,,,,,Cardiac Arrhythmia Catheter Ablation Procedures Guided by x-Ray Imaging: N-Acetylcysteine Protection Against Radiation Induced Cellular damagE (CARAPACE Study),Phase 2,181.0,Cardiac Arrhythmia,COMPLETED,Centro Cardiologico Monzino,RANDOMIZED,2024-12-02,113.9,1.02,11.6,1.92,20.0,7.5023828,none,8.02,0.39,3.04,VeryLow,Noise,Low,2024-12-02,-5.56,1.62,1.57,Low,True,False,,,,,,False,high,No clinical news was found for Cardiol Therapeutics (CRDL) related to NCT04154982 or N-acetylcysteine around 2024-12-02; this trial is an academic NAC radiation-protection study unrelated to CRDL and there is no company press release or material catalyst on that date.,,FLAG_FALSE_POSITIVE
ANNX,2023-01-17,Gainer,0.58,,Clinical Data,,ANX005,NCT04691570,Warm Autoimmune Hemolytic Anemia (wAIHA),,,,,"A Phase 2, Open-Label, Repeat Dose Study to Assess the Safety, Tolerability, Pharmacokinetics (PK) and Pharmacodynamics (PD) of Intravenous ANX005 in Subjects With Warm Autoimmune Hemolytic Anemia (wAIHA)",Phase 2,6.0,Warm Autoimmune Hemolytic Anemia (wAIHA),COMPLETED,"Annexon, Inc.",,2023-01-17,834.7,5.6,188.7,12.69,103.0,14.33333,strong_buy,8.51,0.07,6.06,VeryLow,Noise,Low,2023-01-17,-3.95,6.84,6.88,Low,True,False,,,,,,False,low,No evidence was found of any Annexon (ANNX) clinical data press release or catalyst related to ANX005 or trial NCT04691570 on or within one day of 2023-01-17; no matching Phase 2 open‑label repeat‑dose PK/PD study with that NCT ID could be confirmed for that date.,,FLAG_FALSE_POSITIVE
EIKN,2023-04-01,Loser,,,Clinical Data,,BDB001,NCT04819373,"Tumor, Solid",,,,,"A Phase 2, Open-label, Multi-Arm Trial to Evaluate the Efficacy and Safety of BDB001 in the Treatment of Subjects With Advanced Solid Tumors That Have Progressed on Anti-PD-1 or Anti-PD-L1 mAb Treatment",Phase 2,1.0,"Tumor, Solid",COMPLETED,Eikon Therapeutics,,2023-04-01,743.9,13.78,220.1,2.04,30.7,7.0,sell,,,,,,,2023-04-03,,,,,False,,,,,,,,,,,
NRC,2014-12-01,Loser,-2.4,,Clinical Data,,Cyclophosphamide,NCT00602459,Stage I Chronic Lymphocytic Leukemia,,,,,"A Genetic Risk-Stratified, Randomized Phase II Study of Four Fludarabine/Antibody Combinations for Patients With Symptomatic, Previously Untreated Chronic Lymphocytic Leukemia",Phase 2,418.0,Stage I Chronic Lymphocytic Leukemia; Stage II Chronic Lymphocytic Leukemia; Stage III Chronic Lymphocytic Leukemia; Stage IV Chronic Lymphocytic Leukemia,COMPLETED,National Cancer Institute (NCI),RANDOMIZED,2014-12-01,303.8,13.41,4.1,16.98,48.4,,none,7.51,0.32,3.1,VeryLow,Noise,Low,2014-12-01,-1.55,11.03,10.77,Low,True,False,,,,,,False,high,No clinical news found for NRC on 2014-12-01 or within 1 day of that date. Search results do not contain information about NCT00602459 or any Cyclophosphamide trial announcement by NRC on this date.,,FLAG_FALSE_POSITIVE
MRNA,2024-07-26,Gainer,1.42,,Clinical Data,,mRNA-1893,NCT04917861,Zika Virus,,,,,"A Phase 2, Randomized, Observer-Blind, Placebo-Controlled, Dose Confirmation Study to Evaluate the Safety, Tolerability, and Immunogenicity of Zika Vaccine mRNA-1893 in Adults Aged 18 Through 65 Years and Living in Endemic and Non-Endemic Flavivirus Areas",Phase 2,808.0,Zika Virus,COMPLETED,"ModernaTX, Inc.",RANDOMIZED,2024-07-26,20931.6,53.57,5799.0,22.2,77.5,42.25,hold,4.19,0.34,1.53,VeryLow,Noise,Low,2024-07-26,1.47,120.4,122.11,Low,True,False,,,,,,False,medium,"No evidence was found of any Moderna press release or clinical data announcement for mRNA-1893 (NCT04917861) on or within one day of 2024-07-26; only the trial’s ongoing status and an expected primary completion timing around late July 2024 are mentioned in registries, without a corresponding public data readout.",,FLAG_FALSE_POSITIVE
